                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.69076,                 0.3735,                0.92227,                0.98291,                0.99045,                0.99024,                0.86986,                0.60215,                0.32268,                0.90185,              0.0009836,              0.0009836,              0.0009836
                    157,                0.69207,                0.39037,                0.93143,                0.98448,                0.99284,                0.99053,                0.85828,                0.61487,                0.32073,                 0.9086,               0.000977,               0.000977,               0.000977
                    158,                0.69226,                0.39191,                0.92595,                0.98113,                 0.9927,                0.99021,                0.85661,                 0.6285,                0.33205,                0.91203,              0.0009704,              0.0009704,              0.0009704
                    159,                0.69916,                 0.3767,                0.93754,                0.98352,                0.99686,                0.99217,                0.85176,                0.64255,                0.33059,                0.92015,              0.0009638,              0.0009638,              0.0009638
                    160,                0.69918,                0.38308,                0.92867,                0.97813,                0.99523,                0.99163,                0.86457,                0.60537,                0.31904,                0.90428,              0.0009572,              0.0009572,              0.0009572
                    161,                0.68287,                0.36136,                0.92559,                0.98318,                0.99284,                0.99287,                0.86085,                0.60819,                0.31703,                0.90389,              0.0009506,              0.0009506,              0.0009506
                    162,                0.68203,                0.36795,                0.91874,                0.98323,                0.99045,                0.99273,                0.86184,                 0.5985,                0.32228,                 0.9027,               0.000944,               0.000944,               0.000944
                    163,                0.67649,                 0.3728,                0.92398,                0.98336,                0.98716,                0.99107,                0.86255,                 0.6108,                0.32305,                0.90621,              0.0009374,              0.0009374,              0.0009374
                    164,                0.68742,                0.36393,                 0.9327,                0.97899,                0.99045,                0.98959,                0.86086,                0.60442,                0.32953,                0.90282,              0.0009308,              0.0009308,              0.0009308
                    165,                 0.6879,                0.36518,                0.93483,                0.98571,                0.98747,                0.98968,                 0.8489,                0.61956,                 0.3236,                0.91335,              0.0009242,              0.0009242,              0.0009242
                    166,                0.67361,                0.36849,                0.92345,                0.98536,                0.99284,                0.99244,                0.85867,                0.61563,                0.31634,                   0.91,              0.0009176,              0.0009176,              0.0009176
                    167,                0.69057,                0.37065,                0.92539,                0.98562,                0.99523,                0.99219,                0.86572,                0.60854,                0.31707,                0.90707,               0.000911,               0.000911,               0.000911
                    168,                0.69814,                0.37136,                0.92436,                0.98547,                0.99045,                0.99181,                0.85689,                0.63542,                0.31273,                0.91534,              0.0009044,              0.0009044,              0.0009044
                    169,                0.68776,                0.37145,                 0.9301,                 0.9811,                0.99121,                0.99174,                0.86204,                0.63096,                0.31933,                0.91563,              0.0008978,              0.0008978,              0.0008978
                    170,                0.69013,                0.38075,                0.92463,                0.98312,                0.98807,                0.99149,                0.86387,                0.61354,                  0.315,                0.90914,              0.0008912,              0.0008912,              0.0008912
                    171,                0.70137,                0.37092,                  0.929,                0.98349,                0.99523,                0.98903,                0.86217,                0.60552,                0.31469,                0.90375,              0.0008846,              0.0008846,              0.0008846
                    172,                 0.6878,                0.37206,                0.92299,                0.98117,                0.99461,                0.99131,                0.85752,                0.59251,                0.31453,                0.89798,               0.000878,               0.000878,               0.000878
                    173,                0.66686,                 0.3612,                0.91671,                 0.9856,                0.99284,                0.99066,                0.86744,                0.60704,                0.31053,                0.90374,              0.0008714,              0.0008714,              0.0008714
                    174,                0.68471,                0.36644,                0.92262,                0.98564,                0.99523,                 0.9886,                0.86166,                0.60895,                0.32121,                0.90799,              0.0008648,              0.0008648,              0.0008648
                    175,                0.70418,                0.37463,                0.92102,                 0.9857,                0.99523,                0.98986,                0.86103,                0.59868,                  0.317,                0.90319,              0.0008582,              0.0008582,              0.0008582
                    176,                0.69025,                0.37159,                0.91598,                0.98572,                0.99284,                0.99085,                0.86322,                0.59678,                0.30643,                0.90196,              0.0008516,              0.0008516,              0.0008516
                    177,                0.68164,                0.36706,                0.92092,                0.98578,                 0.9928,                0.99004,                0.86801,                0.60508,                0.30609,                0.90555,               0.000845,               0.000845,               0.000845
                    178,                0.68232,                0.35604,                0.92599,                 0.9853,                0.99045,                0.99174,                0.86592,                0.60911,                0.30908,                0.90216,              0.0008384,              0.0008384,              0.0008384
                    179,                0.68913,                0.36058,                 0.9243,                0.98581,                0.99506,                0.98992,                0.85577,                0.61495,                0.30978,                0.90523,              0.0008318,              0.0008318,              0.0008318
                    180,                0.68785,                0.36787,                0.92739,                0.98097,                0.99523,                0.98943,                0.86933,                 0.5912,                0.30682,                0.89557,              0.0008252,              0.0008252,              0.0008252
                    181,                0.64934,                0.35544,                 0.9178,                0.98548,                0.99523,                 0.9866,                0.85956,                 0.5882,                0.30822,                0.89848,              0.0008186,              0.0008186,              0.0008186
                    182,                0.67833,                0.36245,                0.91615,                0.98488,                0.98568,                0.98889,                0.87234,                0.59734,                0.31103,                0.90201,               0.000812,               0.000812,               0.000812
                    183,                 0.6888,                0.37328,                0.91671,                0.97662,                0.99702,                0.98999,                0.85801,                0.60383,                0.32074,                0.89963,              0.0008054,              0.0008054,              0.0008054
                    184,                0.68388,                0.36573,                0.93066,                0.98119,                0.99573,                0.99068,                0.86025,                0.60821,                0.30898,                0.90541,              0.0007988,              0.0007988,              0.0007988
                    185,                0.68466,                0.39292,                0.93084,                0.98332,                0.99523,                 0.9923,                0.86555,                0.59448,                0.31069,                0.90116,              0.0007922,              0.0007922,              0.0007922
                    186,                0.65852,                0.35567,                0.92063,                0.98578,                 0.9925,                0.99153,                0.86823,                0.60088,                0.30686,                0.90064,              0.0007856,              0.0007856,              0.0007856
                    187,                0.67617,                0.36706,                0.92147,                0.98047,                0.99761,                0.98975,                 0.8649,                0.61138,                0.31077,                0.90698,               0.000779,               0.000779,               0.000779
                    188,                0.68275,                0.36235,                0.92873,                0.98495,                0.99523,                0.99129,                0.86848,                0.59785,                0.29952,                0.90083,              0.0007724,              0.0007724,              0.0007724
                    189,                0.69963,                0.37394,                0.92654,                0.98578,                0.99252,                0.99219,                0.87072,                0.59447,                0.30161,                0.89773,              0.0007658,              0.0007658,              0.0007658
                    190,                0.69525,                0.37701,                0.93233,                 0.9868,                0.98568,                0.99115,                0.86808,                0.61508,                0.30932,                0.90294,              0.0007592,              0.0007592,              0.0007592
                    191,                0.69916,                 0.3695,                0.91408,                0.98541,                0.99284,                 0.9915,                0.86413,                0.61068,                0.31839,                0.90709,              0.0007526,              0.0007526,              0.0007526
                    192,                0.67494,                0.36523,                0.93158,                0.98327,                0.99284,                0.99135,                0.86575,                0.59222,                0.31329,                0.89787,               0.000746,               0.000746,               0.000746
                    193,                0.67539,                0.37499,                0.92495,                0.98503,                0.99045,                0.99063,                0.87468,                0.58182,                0.29452,                0.89881,              0.0007394,              0.0007394,              0.0007394
                    194,                0.68688,                0.35646,                0.92173,                 0.9852,                0.99761,                0.99074,                0.85815,                0.59133,                0.30959,                0.89552,              0.0007328,              0.0007328,              0.0007328
                    195,                0.66936,                0.35327,                0.91615,                 0.9832,                0.99523,                0.99267,                0.86505,                  0.588,                0.30642,                0.89688,              0.0007262,              0.0007262,              0.0007262
                    196,                0.66133,                0.35663,                0.91125,                0.98324,                0.99523,                0.99278,                0.86966,                0.59287,                0.29948,                0.89872,              0.0007196,              0.0007196,              0.0007196
                    197,                0.64477,                0.35074,                0.91509,                0.98332,                0.99523,                0.99177,                0.86971,                0.58665,                0.30481,                0.89352,               0.000713,               0.000713,               0.000713
                    198,                0.68336,                0.34994,                0.90892,                0.98278,                0.99045,                0.99126,                0.87469,                0.58834,                0.30369,                0.89305,              0.0007064,              0.0007064,              0.0007064
                    199,                0.67233,                0.35182,                0.92509,                0.98307,                0.99523,                0.99253,                0.87346,                 0.5811,                0.30144,                0.89534,              0.0006998,              0.0006998,              0.0006998
                    200,                0.64092,                0.34896,                0.91624,                0.98316,                0.99761,                0.99221,                0.87046,                0.58678,                0.30169,                0.89732,              0.0006932,              0.0006932,              0.0006932
                    201,                 0.6563,                0.35476,                0.91685,                0.98577,                0.99201,                0.99296,                0.87161,                0.57782,                0.30644,                0.89421,              0.0006866,              0.0006866,              0.0006866
                    202,                 0.6741,                0.35564,                0.92027,                 0.9853,                0.99284,                0.99325,                0.87271,                0.59209,                0.30434,                0.89712,                0.00068,                0.00068,                0.00068
                    203,                0.66185,                0.34911,                0.91485,                0.98581,                0.99482,                0.99253,                0.87169,                0.57994,                0.29472,                0.89149,              0.0006734,              0.0006734,              0.0006734
                    204,                0.66184,                0.35203,                0.92193,                0.98526,                0.99761,                0.99126,                  0.871,                0.57734,                0.29503,                 0.8917,              0.0006668,              0.0006668,              0.0006668
                    205,                0.62225,                0.33573,                0.89956,                0.98581,                0.99491,                0.99169,                0.88321,                0.56539,                0.29187,                0.89179,              0.0006602,              0.0006602,              0.0006602
                    206,                0.66072,                  0.351,                 0.9129,                0.98584,                0.99721,                0.99174,                0.87359,                0.59284,                0.29889,                0.89959,              0.0006536,              0.0006536,              0.0006536
                    207,                0.64037,                0.34797,                0.90425,                0.98546,                0.99523,                0.99104,                0.87442,                0.59092,                0.29638,                0.89801,               0.000647,               0.000647,               0.000647
                    208,                 0.6414,                0.35132,                 0.9128,                0.98352,                0.99716,                0.99105,                 0.8696,                0.59104,                0.29466,                0.89549,              0.0006404,              0.0006404,              0.0006404
                    209,                0.64534,                0.33989,                0.91205,                0.98551,                0.99523,                0.99138,                0.87414,                0.58017,                0.29696,                0.89031,              0.0006338,              0.0006338,              0.0006338
                    210,                0.67671,                0.36244,                0.92742,                0.98681,                0.99284,                0.99153,                 0.8767,                0.56657,                0.29033,                0.88927,              0.0006272,              0.0006272,              0.0006272
                    211,                0.64249,                0.33193,                0.90841,                0.98326,                0.99523,                 0.9905,                0.87275,                0.58819,                0.29618,                0.89769,              0.0006206,              0.0006206,              0.0006206
                    212,                 0.6194,                0.33616,                0.89859,                0.98534,                0.99523,                0.99147,                0.87909,                 0.5733,                0.28517,                0.88855,               0.000614,               0.000614,               0.000614
                    213,                0.67293,                0.36024,                0.90819,                0.98582,                0.99761,                0.99204,                0.87181,                 0.5761,                0.28735,                0.89272,              0.0006074,              0.0006074,              0.0006074
                    214,                0.65033,                0.33986,                0.92037,                 0.9854,                0.99761,                0.99184,                0.87469,                 0.5748,                0.28671,                0.89506,              0.0006008,              0.0006008,              0.0006008
                    215,                0.64938,                 0.3457,                 0.9056,                0.98284,                0.99761,                0.99157,                0.87376,                0.58013,                0.29155,                0.89366,              0.0005942,              0.0005942,              0.0005942
                    216,                0.66967,                0.34525,                0.92006,                0.98344,                0.99219,                0.99197,                0.87248,                0.57464,                0.28971,                0.89011,              0.0005876,              0.0005876,              0.0005876
                    217,                0.65057,                0.34803,                0.91076,                0.98558,                0.99761,                0.99281,                0.87564,                0.56475,                0.28573,                0.88884,               0.000581,               0.000581,               0.000581
                    218,                 0.6348,                0.33363,                0.89624,                0.98337,                0.99761,                0.99119,                0.87712,                0.57419,                0.28833,                0.89086,              0.0005744,              0.0005744,              0.0005744
                    219,                0.62804,                0.32981,                0.90659,                0.98111,                0.99761,                0.99104,                0.86915,                0.59044,                0.29464,                0.89828,              0.0005678,              0.0005678,              0.0005678
                    220,                0.64532,                0.33207,                 0.8978,                0.98349,                0.99513,                0.99113,                0.87681,                0.56822,                0.28644,                0.88902,              0.0005612,              0.0005612,              0.0005612
                    221,                0.63019,                0.33765,                0.91815,                0.98349,                0.99511,                0.99085,                 0.8821,                0.57107,                0.29348,                0.88909,              0.0005546,              0.0005546,              0.0005546
                    222,                0.66833,                0.35339,                0.91811,                0.98608,                0.99284,                 0.9914,                 0.8745,                0.57448,                0.28767,                0.89178,               0.000548,               0.000548,               0.000548
                    223,                0.65759,                0.33761,                0.92819,                0.98585,                0.99752,                0.99201,                0.87496,                0.56209,                 0.2842,                0.88968,              0.0005414,              0.0005414,              0.0005414
                    224,                0.64027,                0.33893,                 0.9057,                0.98497,                0.99761,                 0.9917,                0.87617,                0.57605,                0.28696,                0.89252,              0.0005348,              0.0005348,              0.0005348
                    225,                0.66247,                0.33581,                0.91315,                0.98565,                0.99761,                0.99052,                0.87468,                0.57337,                 0.2848,                0.88985,              0.0005282,              0.0005282,              0.0005282
                    226,                0.62442,                0.33293,                0.89404,                0.98585,                0.99754,                 0.9917,                0.87562,                0.56078,                0.27987,                 0.8875,              0.0005216,              0.0005216,              0.0005216
                    227,                0.66586,                0.33547,                0.90778,                0.98543,                0.99284,                0.99213,                0.87673,                0.56994,                0.28199,                 0.8891,               0.000515,               0.000515,               0.000515
                    228,                0.62607,                0.32453,                0.89864,                0.98581,                0.99507,                0.99179,                0.88559,                 0.5551,                0.28018,                0.88477,              0.0005084,              0.0005084,              0.0005084
                    229,                0.62691,                0.34258,                0.90762,                0.98585,                0.99747,                  0.991,                0.87658,                 0.5688,                0.28739,                0.88995,              0.0005018,              0.0005018,              0.0005018
                    230,                0.65172,                0.34897,                0.91976,                0.98566,                0.99523,                0.99245,                0.88028,                0.55721,                0.28402,                0.88499,              0.0004952,              0.0004952,              0.0004952
                    231,                0.63272,                0.34407,                0.91147,                0.98576,                0.99761,                0.99268,                0.88156,                0.55142,                0.28074,                0.88228,              0.0004886,              0.0004886,              0.0004886
                    232,                0.62697,                0.33016,                0.91136,                0.98561,                0.99761,                0.99232,                0.87888,                0.55065,                0.28414,                0.88349,               0.000482,               0.000482,               0.000482
                    233,                0.62386,                0.32508,                0.91299,                0.98585,                0.99761,                0.99322,                0.88182,                0.56249,                0.28109,                0.88866,              0.0004754,              0.0004754,              0.0004754
                    234,                0.64551,                0.34379,                0.91471,                0.98568,                0.99523,                0.99367,                0.88408,                0.55993,                0.28173,                 0.8872,              0.0004688,              0.0004688,              0.0004688
                    235,                0.63479,                0.32785,                0.88978,                0.98325,                0.99523,                 0.9933,                0.87821,                0.56927,                0.28348,                0.88869,              0.0004622,              0.0004622,              0.0004622
                    236,                0.62324,                 0.3286,                0.90362,                0.98332,                0.99523,                0.99328,                0.88313,                 0.5563,                0.27867,                0.88522,              0.0004556,              0.0004556,              0.0004556
                    237,                0.63079,                0.32735,                0.90063,                0.98581,                0.99482,                0.99283,                0.87834,                0.55786,                0.28218,                0.88752,               0.000449,               0.000449,               0.000449
                    238,                0.63223,                0.32036,                  0.899,                0.98577,                0.99204,                0.99172,                0.87828,                0.55713,                 0.2806,                0.88599,              0.0004424,              0.0004424,              0.0004424
                    239,                0.64716,                0.34551,                0.91853,                0.98585,                 0.9975,                0.99228,                0.87981,                0.55326,                0.27285,                0.88705,              0.0004358,              0.0004358,              0.0004358
                    240,                0.59786,                0.33123,                 0.8862,                0.98577,                0.99761,                0.99144,                 0.8789,                0.55094,                0.27538,                0.88626,              0.0004292,              0.0004292,              0.0004292
                    241,                0.61896,                0.33082,                0.88843,                 0.9856,                0.99761,                0.99195,                0.87698,                0.54606,                0.27678,                0.88467,              0.0004226,              0.0004226,              0.0004226
                    242,                0.64154,                0.34625,                0.91338,                0.98553,                0.99761,                0.99132,                0.87986,                0.55209,                0.27908,                0.88386,               0.000416,               0.000416,               0.000416
                    243,                0.62058,                0.32832,                0.89523,                0.98566,                0.99523,                0.99156,                0.88524,                0.54601,                0.27928,                0.88235,              0.0004094,              0.0004094,              0.0004094
                    244,                0.59742,                 0.3175,                0.88968,                0.98581,                0.99514,                0.99194,                0.88354,                0.54093,                 0.2767,                0.88106,              0.0004028,              0.0004028,              0.0004028
                    245,                0.61601,                 0.3166,                0.88933,                 0.9857,                0.99761,                0.99167,                0.88148,                0.55021,                 0.2741,                0.88372,              0.0003962,              0.0003962,              0.0003962
                    246,                0.61585,                0.32045,                0.90287,                0.98561,                0.99761,                0.99173,                 0.8823,                0.54475,                0.27599,                0.88071,              0.0003896,              0.0003896,              0.0003896
                    247,                0.63776,                0.32526,                  0.909,                0.98572,                0.99761,                0.99157,                0.88298,                0.54715,                0.27437,                0.88102,               0.000383,               0.000383,               0.000383
                    248,                0.60961,                0.33214,                0.88522,                0.98585,                 0.9974,                0.99159,                0.88781,                0.55427,                0.27972,                0.88327,              0.0003764,              0.0003764,              0.0003764
                    249,                0.61389,                0.32655,                0.89333,                0.98518,                0.99761,                0.99169,                  0.884,                0.55076,                0.27683,                0.88084,              0.0003698,              0.0003698,              0.0003698
                    250,                0.60922,                0.32458,                0.89595,                0.98533,                0.99761,                0.99251,                0.88243,                0.55179,                0.27475,                0.88299,              0.0003632,              0.0003632,              0.0003632
                    251,                0.60657,                0.32776,                0.89749,                0.98549,                0.99761,                0.99312,                0.88562,                0.53855,                0.27477,                 0.8793,              0.0003566,              0.0003566,              0.0003566
                    252,                0.60075,                0.32875,                0.90735,                0.98571,                0.99761,                0.99312,                0.88196,                0.53896,                0.26789,                0.87964,                0.00035,                0.00035,                0.00035
                    253,                0.60395,                0.32011,                0.89188,                0.98585,                0.99754,                 0.9922,                0.88411,                 0.5494,                0.27199,                0.88303,              0.0003434,              0.0003434,              0.0003434
                    254,                0.61596,                0.31695,                0.90035,                 0.9857,                0.99761,                0.99081,                 0.8826,                0.54982,                0.26936,                0.88101,              0.0003368,              0.0003368,              0.0003368
                    255,                0.62408,                0.32538,                0.90747,                0.98564,                0.99761,                0.99112,                0.87683,                0.55137,                0.27562,                0.88158,              0.0003302,              0.0003302,              0.0003302
                    256,                0.61561,                0.32175,                0.89599,                0.98566,                0.99761,                0.99148,                0.88288,                0.54461,                0.27349,                0.88102,              0.0003236,              0.0003236,              0.0003236
                    257,                0.61237,                0.31342,                0.90236,                0.98581,                0.99476,                0.99124,                0.88879,                0.53494,                0.27272,                0.87778,               0.000317,               0.000317,               0.000317
                    258,                0.59572,                 0.3132,                0.88759,                0.98582,                0.99523,                0.99239,                 0.8882,                0.53661,                0.26982,                0.87801,              0.0003104,              0.0003104,              0.0003104
                    259,                 0.6112,                0.31872,                0.90243,                0.98585,                0.99754,                0.99277,                0.88589,                   0.54,                0.26822,                0.87986,              0.0003038,              0.0003038,              0.0003038
                    260,                0.59582,                 0.3032,                0.89981,                0.98566,                0.99761,                 0.9928,                0.88495,                0.53685,                0.26513,                0.87657,              0.0002972,              0.0002972,              0.0002972
                    261,                0.60058,                0.32008,                0.90438,                0.98559,                0.99761,                0.99293,                0.88405,                0.54121,                0.26781,                 0.8787,              0.0002906,              0.0002906,              0.0002906
                    262,                0.60348,                0.31593,                0.88939,                0.98566,                0.99761,                0.99299,                0.88732,                 0.5382,                0.26938,                0.87986,               0.000284,               0.000284,               0.000284
                    263,                 0.6108,                0.31542,                 0.8933,                0.98576,                0.99761,                0.99233,                0.89303,                0.53202,                 0.2666,                0.87565,              0.0002774,              0.0002774,              0.0002774
                    264,                0.61457,                0.31695,                0.90174,                0.98817,                0.99659,                0.99313,                0.88802,                0.53648,                0.26467,                0.87607,              0.0002708,              0.0002708,              0.0002708
                    265,                0.58274,                0.30864,                0.89019,                0.98577,                0.99761,                0.99358,                0.88476,                 0.5366,                0.26646,                0.87601,              0.0002642,              0.0002642,              0.0002642
                    266,                0.59289,                0.30976,                0.89167,                0.98574,                0.99761,                0.99295,                0.89196,                0.52972,                0.26196,                0.87506,              0.0002576,              0.0002576,              0.0002576
                    267,                0.58944,                0.31337,                0.89323,                0.98572,                0.99761,                0.99269,                0.89372,                0.53256,                0.26858,                0.87748,               0.000251,               0.000251,               0.000251
                    268,                0.60084,                0.32166,                0.88805,                0.98581,                0.99761,                0.99308,                0.89094,                 0.5352,                0.26789,                0.87631,              0.0002444,              0.0002444,              0.0002444
                    269,                0.59666,                0.30892,                0.90001,                0.98585,                0.99759,                0.99286,                0.88955,                0.53281,                0.26404,                0.87611,              0.0002378,              0.0002378,              0.0002378
                    270,                0.60499,                0.31138,                0.89478,                0.98547,                0.99761,                0.99314,                0.88822,                0.53279,                0.27013,                0.87752,              0.0002312,              0.0002312,              0.0002312
                    271,                0.61952,                0.31116,                0.89069,                0.98568,                0.99761,                0.99269,                 0.8854,                0.53566,                  0.267,                0.87667,              0.0002246,              0.0002246,              0.0002246
                    272,                0.60808,                0.31107,                0.89786,                0.98562,                0.99761,                0.99301,                0.88254,                0.53734,                0.26826,                0.87927,               0.000218,               0.000218,               0.000218
                    273,                0.59654,                0.30586,                0.89261,                0.98566,                0.99761,                0.99334,                0.88877,                0.52978,                0.26579,                0.87657,              0.0002114,              0.0002114,              0.0002114
                    274,                0.58357,                0.31231,                0.88668,                 0.9857,                0.99761,                0.99321,                0.89129,                0.52177,                0.26029,                0.87425,              0.0002048,              0.0002048,              0.0002048
                    275,                0.60553,                0.30699,                0.90199,                0.98584,                0.99729,                0.99322,                0.89376,                0.52757,                0.26837,                0.87674,              0.0001982,              0.0001982,              0.0001982
                    276,                0.61207,                0.31299,                0.91499,                0.98581,                0.99506,                 0.9936,                0.89636,                0.52389,                0.26682,                0.87339,              0.0001916,              0.0001916,              0.0001916
                    277,                0.58326,                0.30104,                0.89202,                0.98577,                0.99761,                0.99371,                 0.8942,                0.52244,                0.26089,                0.87246,               0.000185,               0.000185,               0.000185
                    278,                0.61034,                0.32091,                0.89232,                0.98564,                0.99761,                0.99371,                 0.8886,                0.52187,                0.26319,                0.87287,              0.0001784,              0.0001784,              0.0001784
                    279,                0.58015,                0.30525,                0.89073,                0.98562,                0.99761,                0.99381,                0.89318,                0.51996,                 0.2624,                0.87281,              0.0001718,              0.0001718,              0.0001718
                    280,                0.56647,                0.29539,                0.87612,                0.98547,                0.99761,                0.99365,                0.89628,                0.52368,                0.26083,                0.87415,              0.0001652,              0.0001652,              0.0001652
                    281,                 0.5801,                0.29898,                0.89245,                0.98731,                0.99284,                0.99348,                 0.8952,                0.52453,                0.26017,                0.87417,              0.0001586,              0.0001586,              0.0001586
                    282,                0.59042,                0.31115,                0.89132,                0.98543,                0.99761,                0.99355,                0.89704,                0.52202,                0.26234,                0.87396,               0.000152,               0.000152,               0.000152
                    283,                 0.5901,                0.30928,                0.88618,                0.98557,                0.99761,                0.99354,                0.89709,                0.51552,                0.25837,                0.87065,              0.0001454,              0.0001454,              0.0001454
                    284,                0.58763,                0.31121,                0.89556,                0.98561,                0.99761,                 0.9938,                0.89717,                0.51726,                0.26007,                0.87212,              0.0001388,              0.0001388,              0.0001388
                    285,                0.57806,                0.30426,                0.89889,                0.98575,                0.99761,                0.99395,                 0.8946,                0.52257,                0.26227,                0.87298,              0.0001322,              0.0001322,              0.0001322
                    286,                0.58681,                0.30595,                0.89196,                0.98563,                0.99761,                0.99383,                 0.8925,                0.52692,                0.26193,                0.87449,              0.0001256,              0.0001256,              0.0001256
                    287,                0.60125,                0.31736,                0.90178,                0.98553,                0.99761,                0.99411,                0.89552,                0.51896,                0.25857,                0.87339,               0.000119,               0.000119,               0.000119
                    288,                0.59748,                0.31825,                 0.8933,                0.98817,                0.99709,                0.99418,                0.89626,                0.51757,                0.25672,                0.87211,              0.0001124,              0.0001124,              0.0001124
                    289,                0.57978,                0.31099,                0.90001,                0.98757,                0.99761,                0.99382,                0.89211,                0.52087,                0.25862,                0.87203,              0.0001058,              0.0001058,              0.0001058
                    290,                0.57728,                0.29793,                0.88853,                0.98659,                0.99761,                0.99359,                0.89623,                0.52115,                0.25906,                0.87109,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.58138,                0.29622,                0.90358,                0.98558,                0.99761,                0.99378,                0.89291,                0.51913,                0.25959,                0.87163,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.57665,                0.29821,                0.90711,                0.98585,                0.99753,                0.99372,                0.89071,                0.52605,                0.25998,                 0.8747,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.57548,                0.29543,                0.89359,                0.98585,                0.99745,                0.99384,                0.89407,                0.52032,                0.26068,                0.87357,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.56412,                0.28796,                0.88611,                0.98565,                0.99761,                0.99378,                0.89654,                 0.5182,                0.26073,                0.87291,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.56177,                0.28573,                0.89839,                0.98566,                0.99761,                0.99367,                0.89476,                0.51835,                0.25897,                0.87151,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.57585,                0.28437,                0.89925,                0.98569,                0.99761,                 0.9934,                0.89361,                 0.5188,                 0.2575,                0.87081,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.57089,                0.29295,                0.88553,                0.98571,                0.99761,                0.99325,                0.89612,                0.52003,                0.25776,                0.87084,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.56389,                0.28962,                 0.8922,                0.98583,                0.99761,                0.99314,                0.89614,                0.52051,                0.26022,                 0.8712,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.57267,                0.28359,                0.88484,                0.98585,                0.99744,                0.99327,                0.89561,                0.51763,                0.25675,                0.87056,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.56334,                0.28467,                0.87722,                0.98585,                0.99733,                 0.9935,                0.89668,                0.51576,                0.25493,                0.86996,               3.32e-05,               3.32e-05,               3.32e-05
